序号,姓名,性别,身份证号,用户名,密码,签名
1686,覃浩,男,440111200503030678,XqWsBCamHQJ,>.(f-e0MG~3,oJ7qEstZ3mN41ACxpPAvPijc0rjX0C/3+u7ZpS29JcRSA2h661EGtl4iJFPG8vmq5zNebdqCw4XO77LuS1eTMJyLwpuK+vJXiEZFpMWwZ5GpL8ibmVACBRBCitceg1HyItZqrKl88z6SlBdz0rLSDf+gTtoH7d9MlNO2/XwQyiT69ZCUDrZRdKpqDdPYLZhu1kTHffOlT/N6XV7pGHUDKLm/9TOFGH7kwdA0D59tTAvLG/syDzdi0aFTLpeT9uX3IYarVNHHYvClufT8Mzb44LUAMuzDZNznbU+9M4gSGwq75r8W7EXsJt5ZBGV9lK/ItA2TZtGZmweQFv9Pz+isdw==
1687,左梦,女,44011119971114288X,Ly9MFp8,>+s?poK_,4iimRijxO3wmex9uQN2rwbSXjizNeGoHY2iQms0qYf+frl60mWyrvkZBs79EIbG5WreTy18dvQAQByLrIu1JLUOUARIl0OecLbYnabyA+2ikmpBC/EsmB5iU062fXmYff1dOlGInaZ3aINOOwObfY87/tWSkKID/jdyuEb9ZI9q5in49CEo/5meurQr7ARnL0DP2ZdYxuQEWtAYyvEkbFB7avTX1+HHA1yKJuhwszhCKeDVI3RoubVkbt2C2p9/drkdinrF7bKIqvya/I8xJu3Th64m0lTq0J2N4BBZrwbaqGLoiCEr7cuGqjd+uIU1GMAr/XrFL3aDl7yojsC90Tw==
1688,徐鹏,男,440111196805188711,KjpeCkhCt,p;!]g6%!Z9<jo=,lMPGKkBno7pS7oNoCUbjifMR1OarYfVC5Mlld2LlgKENv4kKYn4Tlx1q4DbU8WddSIm9Hu5ci+JegUjjUjQuqml2/uMx7XiNq9TASdd9vJ1o0BsyU/cY9FChhg9bPpJ4nW4Cj0SOxOf9igxlZ3Dmex1cjn7s1IVE39Vf4cfb91lui60bmGxEUBkCiO854iHP4WXxCXJazkLKEj7b5MGeD+76FgWLdJrw5WwyVS76kUUf5la7HqL6ZuwS4Ou7xjMDlaOFdUcL/PSJK67ILf72XAAjJkxQYNw1YhmbohAnVSryX2pVkBufn5PEhtENfJ6BNZvJKyMEQSLOlPZBaw0O/A==
1689,倪琼,女,440111197711270583,puAVE0Ms9f,A}G@LAen!,Jia4joyVOgbyurgnVs06WIOSsELiL4Vh5v9CLL8k4O2JRq1/ykD0WY05bmzlk30yQ6HomylPX0OWGyDxYogtfjD52H/rXASAEiafUJh6ytFxgWGOPpyci9bqjy6+MVQEbq919N5eckt/Ehh+HgdGYjMSpEppiRC2hmNGwaQHXnWnJuDIZuBLsTRolOy17/nEFey5qO+JGO7QjmhpUKATr/7Ju0ci7Kox8i9ID2A2UCbGDPXXsLmCG7dpOhBCFyko99sziGd2xOE7N0Wha13DVEzGKp9nCj9mnMZfZj57sygkHd/W9lNrdtjEBVTX+ZOeuEIt8mpHCA1yNg2QI5gN0g==
1690,金飞宇子涵,男,440111197808278012,ihWoa0lQ,)$degbm(<9.<2c9k,gs7Jp9jWvvN4SDKUK4LWETjEAqux4eg9SbrLXr0DuZ3dPQcFAdPxXwL/+u7fEsJw06lRayTu3pHU0EGmawu+xRPg2i4biDAzwChPWL6ewFXkZtp4IMHribWbL2YiXb9WkHJubhU2q8AM5FGFSeF0+DVkWVoVyRBcLhKk6C85/ahrW45I85ePnMjJ63ijPPiRuNlOmEJqLRmvrB8uxhoLcSuY7J1PJ+Gp5x723HvtkpqCZ7DqOankYF+IbGztA2eLm8xSKL+pOH0+QT8nwat+nj8QGdp4rm5stkij2eGw7cCqu87cW2Nq/5oJnDSqnIHiPQmyP3oyOX1wLJ/gWB7lNQ==
1691,韩丹妮,女,44011120001225890X,q2ZTEEAFzs,}:]xQ>g3F@dt7X.,ezXxswR6umTJGrFF5YkwMk02JvO8do+3uvv99l+4unkWG+CiG1alKYyhLSeQjERFgwx9sCu9IklPnP86VGaJb1kjI5gIsoXpptBg+s62T+owP8BonHUvG+SZRH5OrPJGr5+vDAgb/A/4PZn9eNGlXrnIplwPgW44BMrK+kTcRz5H1wQlkv0ZOZJcW1MEhaPzpd+hqT306TKkFiqbEuJytrE42PVGEkDeiqYJmKKkMDVOXuEYrUFXQ2q/3u9p7HqF0KHtUhTx8PhfG/YIiMK7InYYCHxcH5iRL6zkM3l667Fr/HAnn34E8Fc52gc2BQ149cYkcXCg/ZtZUVo3cm7gzg==
1692,赵思涵娜,女,440111197507272186,d03I5gNepK,f@HmN(LX,BNxvCFYwMiiynjWpa7osXpQfpB7S9nnENsvkzaGnm+l1x1EcNoenaG6I9TBisfTTBOt+gVGwfTz/YhRk97PP3cTgcTxR/Z5LSffjCCdHMr+XU1JlVQ6s8nRTvWrt/cM21BEN+qBrm1bA+XHB27o9ZLAtbPXrVhQYrDkXv/p+uxw/5mLOup24wgfn76tmTwxAC4EAGl1iKmvgcEf7ArDm/7PcZQQWdWKOBv9Vk4IRBmlmCW9K9rfg2SkJyQJEluRUzrC80os1TDbw/XsYqyMZw9z8Fa2T1/urD7YyCkwF5IU8piASJmCizSq19R0ISuFCVa7r3AehpwRdwgLEGCBGsg==
1693,欧秀,女,440111198204269523,KoZkRsYA7,xIN\>zKQKK,HQbCuPeHWiZdV/a/BXczmMxUnVkkfWeYvJnwwgCCiM0gq2tpPy+eCfCqOrqcGBwfY+PIGtEQB8oo4x5ntLHCa/RfrInPufIAvjRqhjZpGdC9cg2OCcOcvgDhqNz6fPWIzAEVAKfVty5iGpVcP9DwzEDnyQREAWTn5B/66WipHe4hQfmPBqsT8rN+rfREhQdTbDgKzC+s9obyRYVjDJhLMtRAGfpw4xVvNPAO0Sef4Wt8wJQBAa2kyy84KZiAVdBuAa5eRs5kyWB55gQht9bkR3EDSjgUzoV97y27EA9FtvazQx9PMXrPwyur3voT0G7ZAUMtHd67ojKdI9NoHBzrJQ==
1694,方瑗莎,女,440111198207046245,UAk4JxiGp,3e>1?=D~8r4zCU,L90vE3G49fuOXK6w6sM5YRdjIxlnpMRSwJp/hc+7KVRI3+xBeVLVMwMdN96nC7KHOtRuBoX+4C1GGpkq9WefLz1aRjcOzmU2b0QmWC5xRr5lqXZxHnx77d42YCg5fCzBk/nEaQVPHUTlE4D0vu6RvD9hDBSyNsZ25eG/0QHxdeHuNTqFwtWJUzbkUUfvhiU+7V1xr4G/eAsxVltklP40pN9+jQJF56mrZJWLn7WtkuLFZnus84Mdzjs+7fvp6GwESc5WWjqDtu+x/Ns4CXhFgFYtlpvK6fT4B26JuhXCl8aMxqaG02FaxlZvpx1FXBlPSp/HUcUnjlcQj4WcjeeqNw==
1695,乔融,女,44011120020503892X,y3PAHv9EYA,Ckidkzb^,R6Jafu45/0DAciHeddhVGiJ6FIDGDC9KAkyb5rkx2aGQ2z8K7Y3aZPDAsUXpp0/vOt6cfLzCTgQCAfIhbDIYKTxw1fbA4Xx69qeN73CmMLqX9N24uVDk6tD4VNUxTIOi/fENtABLiZqUtMTV0IU1KPMYDU40TFr2xZKL2D+ClK4XX/S9qGUZESHFYub82cr34Aev2/kkHfL2RUilp1MczFbbQAsJtk7vusCfkv69YjVgliR6fVmxb1/IPZ4hDm116TpfnN7NntJnZxlYoZJRRO68VL5h5MoFov0gPyuPMId+5DvtCjk1aifGRIaWKbJOrV9fuxgp3CUYODx39C/bsQ==
1696,崔珊珊,女,440111200209030909,Gw9MrC9VeP,oJ[;k6F6KZr,Pzn4UVnasbJ0ZVnYKRE1Vn4IEHq6cDLQNbdK49xJkiIm++XndaUZwq67LsjtrxyFm7JbKjEIsBqfsbdAROlm7QIPpgN/8f7n/St3BlvzEiU9OVcQJKDtx0Sw88D9ig0MHtj+X7r/Qi5mderlT00GvYrf1VgQmm+cCurQ3rnZBUv6XRbmg6zS5vqeD0jAlECMtSVZdzQEolqnKqbxDRPezNZxakXsDIFW4RMth/55B9thd4kxlVxuM3nq97gNHe+0o0cl+3fJ5iwkRCNm1m4Fw6cWJjpo/NmaBK9c9RzLrkAwOPdUeqD9JyGH21kWZynSVdjYaR5fXdsJvT5QTj5/tQ==
1697,莫诗琪蓉,女,440111199203314948,E6ywgOD2,xzzOL26c{s,Itq4asu2LPPJ3gMRtm+ULMC0mng7FRlkToIb6d6jUrrtBAAd45fsfNJ8P8iVj56mxh03JcVNgNyLVvkOfhq/MB79PuKkhe+WwXtuLATVHBjQnctKZMGXpVkgxuC7TfCdf/IAFFFl1lvB2TmIhLK6CRzCXaO5z/lGlkYvZSjjbjp0gfDnjh3gl3ePgYTarMDZxkaCKwN9YzRduvKL2/8nmXHZEXZrBu7ES4fZ5TCcG/aQDwvJBYwjbYxB1+ACi3rA33N4VbrUKeHMRrJoxkPRcVEW6UZTi5Btw1AvsgfUQh3duzye13UQwtv9IJ10r7WFmOxdBk5yLblNlvxNmbCQjA==
1698,时安娜依娜,女,440111199107071325,ilQgHvu,tNlx}4G7oCgaI03,MPrk9WJY0bG0CvRrwpg0aEKxQDan9UPD3SCiH9rUwcfl7CijrmMYv35Sg44/Ka+A7UU93Eg7nmhyJRCdd4EVVR35Iu04gBriV8cx9uUkygq+STPZYisoJ53ZRnk0T1WA9Pq/18tkeeYLdBQxQb5su1T+lLE+9kUsCAutctYcAnXMNEoTQRZp4pEgGWRjS08RX545VlJG2ZQrd95jQzx35EW1+HeJVPb3m86ckkewhvjgL4Jq/28cFOxx18/9umV9UyiuNjsfZCa8v5peeQB8ziWfM7zsoJTUIw2HsX+ETsNMHYVIFvjhYKmbZ/zTaszdoWWYNcADcC5uE31QYluhkQ==
1699,解秀静蕾,女,440111200001059024,KvH4bEs,Q_!V=xhYn{4SM,L5uGuVePc33CQOvRMyEH+haYy2ubUnQ5kRXUv68HG+pbAtMFRLfIuZUPO7zZmKC9a38zAQwJoZqqbhXyCZE2+Cgnr4PgnBSh6jgbN57n/bn8TB0BKol52qA2IdyARO968wyuQYgiocA4DbzYNRh7f6Z9JXWmXaIajgCo0CSi+fhHmUOBwA5YWyozqHhhDCmbaH7jUapZzzwat/Ib31hrYHggelEcCixMYkZjKOi3RU/65bGEbUfDvLiYucEZ0dKfaPVJ/gB2LpsdjcwqGyYPAG36iPXOyNI4NMZOrS7mDH5TH28MC8HarXf5c5DX9aCIJHZV2CLlzeQjpzasRwOp2w==
1700,肖智泽,男,440111200111296530,XrVnF3KyEzaL,~iYi)e*egs9geSw5,fc8SsThgwHQ0Q7rpGa+8Ugb6MAqKGLtobBh3YF7LIMFpCOZlV+UU3DuU0iz0OAS/LL4tPJAJeFUEY/6/SzLqoJHek5KWoc40zct77Ysc7v8DCUZ4jrqt1SUgTBOzWNInIcv6XB7DpavZyyCK4dii7t18Qhw2wMcwKTjZJMoffY/Bp8Ywd3r30Vxmmh2G2MlHXvA4CBaVJP7/+5JhSQ8s45Tmz6VnlS0dv0msKL3AR7jS2gryDvafZyq5ooSPj6o+isBTo8an18466dAPEraTuxBcps4p9GUFsr80qMYxz5BXbchBCS8+0iF85TuJKfJaXCgJVUqOxc7gMg8EWXfN0w==
1701,邢龙,男,440111197108073956,c5Hw1OeXqDMS,V}:i^Uh%`zf0@Eoc,rFndNDg0tMd8CgJY03asSL+OKIWkHVjtkkxtMn9Cn60YzKw+SKoj7PUxc+Np31JzLy4iIM/PN3tBXjqgclsFnnzQ3b67JLCtr9YJWRVLPnIPIp0oXepvezDis/BQNn+0Npin9djqvj0Uxya715x5Bda0CmoPUEmO4bJ+QC0nsgPkQnfw7f9aNIPE2P7Kw/ucEPzV2USaAGro/sjUYnm57YdxbrcTcYquSrtwhuvX9RAaiwxeJu8iHDUXdPg+a59kXU0QudgI7V2Ql9pPNrHvCGhisMdQ2UjaywhIhUWynl0D4EKirGi0lQ54P03C8WzcF5k0BAad3i1rX2AeiSnJKA==
1702,毛舒雅,女,440111196507271883,vXltxsxrPH,+~`~M9sWJp=,MhJY08sFMhDLs+Wu1MEWDQocDfQlfeCdcEo2qyAyy3f2thy02KdNmv4FaqCCfPLhwNq6js1IHVJj9KTDCHeyTN+HL62vo064qQk8HhgYTlsOki/Ukiu41+Eg0ulQA4cuNI/YWyt5Z1wiE//eoMFnSZKbK9UoMCHtjmBWvixWRALH+KYTeHOMRXz6V4gOAhIZKNS9gAWcEwYTEBzFkXUYUdTuPFQdEo8F5OoOJvlI5y5fD4mP2m4RZRZGUXES7LH5Jm9Pk/eiEanARuhxVB6pLJbV6m8Ef5ro2BovqlaQj7riWXfGiYczQ8mOVb+XpBLtIX0AJ3NlkeslHhr3J4XfOQ==
1703,曾眉仪,女,440111200001144069,yOtixuqhX5,\MctcO2ifk?,XODU0jEImvL+bUI3CByVPGFt/md3xCKKnCUhqS7PaKzdNWSy3TUzKtxCDlTV2+9/Sm1Qa6wxUVbLx5C494A6crCqZzP72p5alnSBW+jQ9TWhfETUjIrcxiF55WAJTMVLcslmWcheAbJ3T5rRyf06FwJspjK3gHZtTpvx9Wr7iN8uKAOXUuorKG8B7bMdnd9ZFKy9l455xOJu3wEtolNAkpGv2pO+a1y37JEhCzjqXTXXGERhgmwaAOoEYu0ipxRxreW7diMVbqx4AQ1HSBMg3g/16ae+rDcV8gHPgO09azj5hxAguOVWIjLFw7is8n6etyKqFid9DiksFMvcB6683g==
1704,涂世杰洋,男,440111198308018972,fRUteVO7,%Ce+-7<GU,PAy+bIVhBPG9xmD5b6aje09Z0HhaArJLd28Fteuz8/I0FlHpW3LsWoZyRgWU2oxF0q8abBs1j1Up2y7EczKiYY628FREsuQd6RO24SZF7/BoRq2Cs8GmKVtmzt1GbECTwbqtHoutP3Vj9FE++tBs4pMGbThLug7q/1KJX7VgqjzkuZJ1tPZnmVl85rlQELt6y8EM2tBB048h2GShkX3ywVeIq3nLJtNFNiLpggKJ8vSHwKrfzIaV/60e3o7ppBpN1daLqWpQLovsNIPFUVR+YyhmkWAM+rg08TBXIHMdXcgntIPmUuW0bcgRMmNCdrG5tfgTA9xvVyQoIUsBOTQ4OQ==
1705,颜琳咏,女,440111197803159022,wUiSwvi,:Z;!)gGmm=kst,5sEm0mH4k7J3jNqD2g9wInX3gEYqOi49bw2ycGFNKNhZfKTQ1qFem5ew2Jg9d1cCIryT27LeG1u67+ESTSt/UnV+2ws6N2xlbRVXJX0UvkYUzdRv1331bq0Mh0c5i70nae1NlfehoEaNDQUDGsuz8pWsV9xBzMWBfkOglB5bQZvxS3xZV8c4Cm4lc+mAvr7eEO34KpuwkJKeOmaJFTzVi2xKkBx7/x7CgTA1dA8rw48hhZCDOctXTXd641iWFOrFRdjvPwOqleDZvYtTJ1FGHtOBemwLkjxA+71Gy/gnjW6n4aDohiEoY+SBExc+kApWyCgusvF37eTXP2bynph1bQ==
1706,余超洋,男,440111198608147290,olFhdxIbO8f,;TA@HUL%rE],qWccdm+n9s+XARp0YiEMsadMyakKklCM3dfPaO5fbj+AbA2U7ujzzi2dPsZBap+BMFSnQnACOKQ48ZQ43kZwqL6EPAOrITPwDOYJRAzH63qTJ6+yDWjAh76WdLAyEGpGemLKybo6dB5geJFP77bBULHlG/btdGeJr7tN/5Nv/06BBDehi7hiNRNFpkkUd51au1p6FCRizRFh4GnP2xoXn2lkF0pOg48xOtEMHLRBIjQ6yKvMYM7rceA5zHHVlda8Dt/lXZ+BVvfBaVemn9nPnXZqHJ/AYkUll4OJXxE9wyyr7J8x93S2xDGYpCwSW7GHwT5r7iCv2M2sj6IwY4pC0A==
1707,崔俊杰翔,男,440111198510313836,uIpwNgF2if0o,*rZxdxj~9SOe6\Qi,C/mf8P6xt3YQGeiKhO9Y20snnJEMWyila7xHgwy4vWxVx/prI8m43rd7scjU1mxWr4TM+MTHmtRXVQ6EYdVLnrnmCZnvGKP0h0iD9RQyVnyWbtenhVehOC4MsMubTutUyXUGJ1yGcxdGz/cM8ObhSRKNJQZStHQGipL5tsORbZqtaPi0Utw89CJ8uQJUvMWkcS2AtOi1oLpCDr7b/RrbUiYqhtZ5q2NRW0Jt93X6W+erJyPhKS2p1QZNe2+Qz9qFZmSSAcgqXQNf/HwhOR34MOeDtgT3aBKJomLyt//jr2FPAfvM24ohupxn6VfdcS109wwVz97fJSBr56rvBZpiEQ==
1708,朱诗涵,女,440111197302264123,WrxyqhW,DzOl1bP2nrnze[F,pT9PZStmu6Wv8clguQSZj8rYpqkxfJ+wTiM1irhb/yuE0zJIpVkpHHQkZugz0vPYVZVAO0xWT0XfBiBXOSlSo1B6vFX7NcKSitEyX5r8Y/dR9GzgcfByUcmLDDtB4U4VQcF6mswlluFkXyV3m9t3M1rnSdX+tY5hIOO6TUCgIX/F9h+YioJ1BTQDw8BS2HfNlV+TEow5yhHCr/h843tGBHkJAE+8kQqKOMj0WvK3E5xO3HbmUBkzMQ8iPn7BG6+42fvV6zE8no5g5iQ4UuVCsFxcKQ1TJjaZpD7l9ZrQ5DYnk93IqsWDR4h7j2wBuALjzSntfBAE2tN0z7nCzfvZug==
1709,余若瑄,女,440111196907060444,niNkrGeeppUJ,FNt25+ZuWx%P5TB,c/lDTkDJhSjH1iS1FMCN+doclmLxyDnZ8/X7w9fFtmT+BV3mH8IiH31il84Em4phHromhJc9SG/kfbYq8BP3m8o0PVMMTDphK0GvUK768I/1OR/WPGqunFLF0oxYcwk5fkRx3DVNGQxMP0Cn6Y/hLD4aYswsnghdO8ph1g/OLLUYRQr31eVbeEhVaxhmMgUE1do45NJWtgUtn4WWA63AVajBadoj9d0jQ0IY4/k0kr7KZoq/w7oMCvEVnQzpwqalMRnhuu7MEWuxOwzm9ElruCEDa/L1kDBMTjXsKAYott1mHMv2nNne98qF/6gZyVMLeXt+as7DEBosqx/TDdcC6Q==
1710,金小红语桐,女,440111198704089086,NNpJWMEM3pV,%wl6{if9{DKI,VUADQe9kUtvtrk17QztAOU35khQg1gRWK7iXEAysymALx63EuqCHzpX0iMLv5tYWaYqJZ3aMnOPod10tZkDLGHaFus8Tya5uMvLiGfCK7XXOaRb3qaAFZ8OFvz91Lc2VttNGZiHPOh1oH1+gXmOPhgUh/JlQrci65uqCLjwI5LVCDTNtegdasBkKwZzbOOXLYftbM5bPzExTQlQnYJ2Ze6cpT4eehFaCB5s+YwX19uYjW+x1l4JRXNk5OtkwWCmW/ZjLaAIOGmIMlowxJmb2BmQMNMOHm4uGneSz7QhuXTL2801c0TZxrjsJjjQqflDtqiLNvMZi+tqN/XgVCdkiQA==
1711,殷博文元嘉,男,440111197001300979,LJ1iyRP,ktm^rEh$UxO$Dh^h,hqkuv93v/Qonq94TVuHav3qE8laQTgsdQ+KaIHkylIhNkMrSF54KjgTWl5G+Xic7XbN+G8aTQLLmPrsEPmxsPP+AayxYuZ0MeGT3zTJwebzxusIzKGB21BZNGl68vIfPWfnd/bIfJM+n+a9SfR4VBDcQrRd2DUCWXpkKFja1xz4M9wevNAIPd6Uw0WXd/pK5ou3O0NQKqbSad/2/fhIVSmkBLFvTVuNVLLo4Phrg7LjfNDa5iq3954ckTABxDtAvE13OuUSqIWDD4g8vPW/RbuwJXPLDiGFmkIa6+BHHGv46INCjZVK1rKGZUzDrWLoBAuUVlGml3GEn7CezPcxr3Q==
1712,金晓峰,男,440111199806294253,jLuXHs,pQb#-_}o,RdW5caJ6YC48XKhq/8A1N4KtWUkIp8G+CINQHWPF2FPpM4XQ7MVlZ1eXn1ReKR++FBDwwuD1PuAZM4V2c120xey7UsXubbjKkVu6oWLAC5Q5ZT8fKoFKABt5ES6xvVNbt/gj+yHtcIRh0maG/p1WSLD/VxzGrnU+s5tTFoLesJwmXuZOZ+PI3nT8l6BOdL0nFz4pezJeOEBf/zG+yb6N58oTkmitYLTyqltIrlORyqRUS75vbi7NjqBNJHQjaGWgjR+XM0q2Qfmvcti95daTMrh320fUQWgUYkpndTMhxDGvkKOUqohEFuv5oT5rlmW0H3y3XWdFjzKkcy3kYHciyQ==
1713,祝凯,男,440111197504273159,AYy0U09Aubfd,ab(-!gy28,kZRz6QYVz/vRRNmzRI0hEBQjhuNS/V6/br4Ed2BqytaukHBaEuvsOk9ZmaNvjyFDR4UnHV0fQqmHVJcXevkDwlsb0EmuFcwW3UeGYt5eaKWM5KAzE/5MPGRtwX1y9nIuttO5DjKpsB5UcD4CVuoVhBHraERgkH8/IsqmtiuvbrCZWZys0ipnnw1N2z4urUIpGGM5Weo8Jl4SGfwBYbg7vdtyhmv0ycUFYwGKyUCnJAP5U/5n+1JcRqoYYw0fVWZZrRI34uGocp5SDnDz/LazImg9H+4rk3o9CS2xdL5U+oPdJjinV6tiE+NhzbZRpXqcFNen5h3eskRiU6M6Uaz2tA==
1714,万明航,男,440111197508284250,PWjp6Dgn1,[Qd|7_D4yG/F,Fp1xXj8pzTrpIMVWI81RnS3pkeDueUQkSHG7KuPtGFHddnCULErUtMh/rJ0lynQhWrJ7QsW0BTPwgr61PU2eMwBgNwiUga2QrY+6ge+FAbqbn09OW/futwuY2KN4K71cqBVjBT1dhzYDZ1X80iHbwLxNXfQLVOPq75yPhrEk4TJMiWtv+FibE8fry6vVCdYBTCC2kdfUGVEstX/vQwdmxKRz/igvX6dyZmN+Fvs0FDK+UaUAncCc42lVKY4TVAG7aJUbfhCeUThHUDF+kM8MHQ2JR1rtQF90VMAUjhvWfGoH47ExcbN2gwvsxHLzxFrI+oHL4sBorHwELtB9gixevA==
1715,谭颖露,女,440111200010297665,qi4eicYhV,P/c7G0iu/+,cU4TsI9dqmJojT1FYMCSx0ah34xv9YxRVbk+P33mEorFCWLo1e7c/wySeqERArz4/F286tnHKwFGs6iAt0SLhlpbqF+tZ4zW8jEeerMjr+VSsSdxNTXzqkWHSwLMQWwRsYcBnBxjanENv31on0Ek4dYfcTFvJzhu2dMPMnqiYaI96PbzM60Vd8KtzzfNLlCWfPqAWOwNzcV5Op+MLmbkDDKHsMxVMnu3Y5iv83AMmyRbXIdeMDIlar6mZ/sDdXBfqtvsMnaNOEoQ9hlnh2mm3C9t005kJpcaHBX3AJQCq8yIBSur+wwPOfFZPZlwa2iRvSOjVmodIMIJSoWzohIABw==
1716,范乐山,男,440111199612248638,Vbhy9duCyq,;VjE;htSC}Tn7r?1,G+tVAx6P29iDfoshUj8s75zAKwW0hYVqvXYlgpnq4oShgyntzmj7qZDYUoWpKYTA4xlQMXEBUM17OwQQVyVbAlerOXGssxUCXlPhpWMShLbVZhHpknFLWNDT64I8ALaM6tj1BK6vh6bybZuO/7/Mv4h4rwjTV498hBQfhuwP60xSFPQkPxSjHsoZIPWHU3wQ4xqm4QGP5kageam4NdfO41YD2cPHFBSvqGBbv8/8ScFhZp3hjpwU1TEQKGtxcHNplYE6STOLqO75dxy/m/0LtczxKfDcPgcN3NSkwwicdcwXJj/hqYE6OKV48L8FTEN8UNPlvbL6ImhICK8HOZiRYQ==
1717,金娜静蕾,女,440111199410171687,GVCGlgRZ,<]VF-~C)Xs1e*$*/,MBUibERiKqJ6mynAcPud6wDHnNXN/G8A6NFeARdBrRVOzHIY8wGJnuKiNR1sWgnMJbjcIGmnquzYCpX+reMbKoZTjhYzNR3xlowIzY3HdVtyB6BzvkX+/i4H1BbD5oTr+D9jdp4kAQs+6uffqKrvhC1RW9KM67K5s5AoGXNW09pmsz1k/1CuQcv+1rbN5CQOHlJ8HTjKUpWaXJrhZ7TONUZLP4wvjP5zVCL79hEz0XVEty/XbGR4Cd/rh2CefRymaLb9xfwGC5iXaej0sB6vho0Lv3Xc9eLGeVL9BVyXGyJmHzZwp7J0C+aT4npqS5YlAJoilpxSUUMPrh+1FI/xjg==
1718,毛怡娜,女,440111197707115222,P50JwEYSa,(n4ez^y\<M/`=,WkYAGxqx791gwwSPTrOu8KylQo51rHJlmQxByMXEP0DbrkiWnjBdgWrgRrkwzk8+uT5E7/0UtNx4eBY5kmKVx2BotM5hVn6J2SchAQRrwKF3kw8ne4f6oq9yJaweTP+g2kVBkoE5XEdcYu25D5Ew0cQIEc07fviZTxN4RczVP2hLsud1CCWSTwP5hrHTG+WqIg5zpRJ4WnQ5e/llQvJK5UjrZNCq7HNJuMMxqYBptjHztPVC3CJVrOVP+75STKzxgVnQBmQUSuVS7hJvbVqO5QT0Chezh9Uli+TzaPltXxXPdVl6xCOPsOq1DMQzvn40zWlX4NOK5iv9bkyDIYY6lQ==
1719,翟嘉祥松,男,440111200409082631,lJLYBwduGW2,x*GMh=ugcnEtR,ECJW06EmUWOSbMmNmCupWz0slGwofo+wU4TrB4n9Es4b3PQE5a0TkvwX3IgTagZziI/+WWrUsMBh9jhdYhXzJeKSRmu2hrUD9s2CVe7ftOW+Dz5ObWEF7BMlkO3JADk5oV1HO31HN05ooJc/G9PqSWyWbB4GsBtcOwiARxLfCoS54MNPRINUt8fus4cBgk0S7DmLQrsjBtB2+BSCEZ7uMN7RGg0hjj/gu7u2hkj6aoDicP5oxfasBTVPq6eWVvwb5HHI0BpEzoev0xdIsKutW1N51Y1cR9fBhRiIVB5MKeyXU5AoScNSxlH3X5amaumxiu8EYqt0O8n8q8SbNolJZw==
1720,齐磊,男,440111199906205756,fgwLY7JwYmNi,L8y&Jo1U0=TPj,gtLWS+W0jkwuwUDDiL7ei271VmMOZW/hSw6LIwYjJqp5BU0UKpaUjSF3uFADCMHgXG8GoMcD1RFHCEjGak8h9D8rDx0wQ+DO3X7fzW3Ju33bUif5cHhvTTKalHPDfB4E93Rn5BqlpaRpYD50oRV/qHXTyddTbLcrkH6kIQEf/VXS1h/he1MQMcGgFbtiKhn7LH20VNfH8cgY4B3NS4dBi9FFt3wIHE3JZ2CeeC6Wepl+zmCfprdvmisHFAZ4DUjWadXURmIoSkZm7JMBF/MtvnBBUuebTVuX/apvvDxP/miQfxpVjazcPi0E50ruwkbfGk5nvCNz/23Fwf0XaeddSQ==
1721,薛瑾仪,女,44011119690508256X,whGIl14i8v,dLVWllXDd,sC/8vv8TEgiAx1WmrN2G9WHS8TSFYpbOzgUhs5v/GVI8jlXOmgEHUp0IcTIrNgs/F6eVWVTqZ1IesYlcL4j6I5Fkfm/Z3BVy1N5tVWBL41HsiksxCGhQlSnQGMXh6Vfy6/js+rw6dEfn8IzxzFpVbN9VnW2ZiwnB8C9ofv0Lc3WSXtlWnIjnjhl7XBWWe14/X5J0kGP2InZdIVqKPpjY8yx8ZEcp43FPGV+RM8Vkg7ruFsfHCFyxKROjxAwzqR4eWortD4nT8lP5vF8bubBQNjEFGm3rHwWXGZ49MRivJR0zYPfZDIJN5Skr4H/PeYFaWlpnMJyYGk284myE7RSyww==
1722,龙银龙,男,440111200504208976,Q8in2tGMFg,KHQxeH.%]v}558D,iYJMlmvKq4BRO7YkSmzLjwH8Abw6OzHkphd5y1I1KrzqtvkQUKKMS3Cq1zXXebwaBWSjJJS/pC2mdZiMJ4YDO00CR0DrPi51b00DJrWwpfWh3guJ1y/6HeS8MGlimV6+QaIxqrhhYnlTPESMqIQVerLbOSN/ekK7A/qRVnoaJODvH6E3oKP0Qv99L4zBJrC4Ad21nzLJXBLa0YJbCv7K9p++2iQg1bBecw82wF1hEB1lF95tIuBR9pJbsTgBAYkAZGEsDYe2R68XfStYD3XCfXGvjhUX0WcnwZeUopdWuuropOqgA+j54dtuVfIs/JhH7CFRSZuCc0Tj8ZryVEydhQ==
